category,title,description,price,quantity,detail,images
Accessories,Ms,"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing",146,20,Purple,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mrs,"Unspecified trochanteric fracture of unspecified femur, initial encounter for closed fracture",146,20,Orange,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Mrs,"Open bite of right cheek and temporomandibular area, subsequent encounter",146,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Honorable,Military operations involving gasoline bomb,146,20,Goldenrod,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Ms,Dining room in reform school as the place of occurrence of the external cause,146,20,Blue,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Mrs,"Adverse effect of antipruritics, initial encounter",146,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Mr,"Person on outside of three-wheeled motor vehicle injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter",146,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Dr,Other injury of unspecified urinary and pelvic organ,146,20,Khaki,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Mrs,Public administrative building as the place of occurrence of the external cause,146,20,Indigo,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Ms,"Poisoning by opium, undetermined, initial encounter",146,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Honorable,"Toxic effect of contact with other jellyfish, intentional self-harm, sequela",146,20,Teal,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Mr,"Drug-induced gout, unspecified hand",146,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Rev,"Unspecified open wound of vagina and vulva, subsequent encounter",146,20,Maroon,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Mr,"Dislocation of unspecified parts of left shoulder girdle, initial encounter",146,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Dr,"Struck by turkey, initial encounter",146,20,Maroon,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Mr,"Stress fracture, left toe(s), subsequent encounter for fracture with delayed healing",146,20,Maroon,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Rev,"Unspecified fracture of second metacarpal bone, right hand, initial encounter for closed fracture",146,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Mrs,"Puncture wound with foreign body, unspecified lower leg, sequela",146,20,Yellow,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Mrs,"Other sprain of unspecified finger, initial encounter",146,20,Pink,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Honorable,Adverse effect of selective serotonin reuptake inhibitors,146,20,Red,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Honorable,"Toxic effect of ketones, intentional self-harm, subsequent encounter",146,20,Violet,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Dr,"Nondisplaced fracture of distal pole of navicular [scaphoid] bone of left wrist, initial encounter for open fracture",146,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Dr,"Open bite of abdominal wall, unspecified quadrant without penetration into peritoneal cavity, subsequent encounter",146,20,Indigo,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Dr,"Traumatic rupture of collateral ligament of unspecified wrist, sequela",146,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Ms,"Pathological fracture, unspecified hand, subsequent encounter for fracture with routine healing",146,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
